 disease ,drug,zscore,,,
C0014175,DB00717,-1.435414915,1.25,1.4475,0.137590879
C0014175,DB01357,-0.721434568,1.444444444,1.543333333,0.137072568
C0014175,DB01406,-2.708802804,1.2,1.499133333,0.110430088
C0013604,DB00214,-2.556872335,,,
C0013604,DB00232,-1.594581829,,,
C0013604,DB00310,-1.386527123,,,
C0013604,DB00384,-1.874746032,,,
C0013604,DB00421,-3.251220712,,,
C0013604,DB00594,-2.587969114,1.25,1.6335,0.148185694
C0013604,DB00695,-3.087765969,1.3,1.7485,0.145250645
C0013604,DB00742,0.881993924,1.833333333,1.675833333,0.178572659
C0013604,DB00774,-1.717942117,1.5,1.9165,0.24244123
C0013604,DB00808,-1.040012234,1.5,1.72225,0.213699409
C0013604,DB00819,-1.630110339,1.545454545,1.734727273,0.116110378
C0013604,DB00880,-1.599618363,1.666666667,1.8915,0.140554359
C0013604,DB00887,-2.558292597,1.272727273,1.592272727,0.12490575
C0013604,DB00903,0.347940094,1.583333333,1.540583333,0.122865978
C0013604,DB00999,-3.060383803,1.424242424,1.668848485,0.079926596
C0013404,DB00668,-1.100824637,1.448275862,1.537758621,0.081287024
C0013338,DB00010,-5.796096973,,,
C0013338,DB00052,-5.761437245,,,
C0013274,DB00328,-0.95993769,,,
C0012739,DB01109,-2.799999309,1.655172414,1.869137931,0.076416275
C0011991,DB00295,0.14309164,,,
C0011991,DB00836,-0.532747128,1.3,1.3707,0.132708364
C0011991,DB01081,-0.327749465,1,1.097,0.295957767
C0011991,DB01294,-0.082329222,1.5,1.518,0.218634398
C0011884,DB01270,-3.838456765,0.75,1.6785,0.241894088
C0011881,DB00678,-0.951098824,1.333333333,1.483777778,0.158179613
C0011881,DB01029,-3.614357757,0.9,1.439,0.149127462
C0011881,DB01197,-7.195555506,0.538461538,1.449692308,0.126638002
C0011860,DB00030,-9.562548219,,,
C0011860,DB00046,-4.105745104,,,
C0011860,DB00047,-5.850735482,,,
C0011860,DB00222,-4.883315181,,,
C0011860,DB00284,-4.762864622,,,
C0011860,DB00331,-7.738559439,,,
C0011860,DB00491,-1.945665343,,,
C0011860,DB00672,-4.537685973,0.636363636,1.366636364,0.160935052
C0011860,DB00731,-4.911913223,0.6,1.4585,0.174779146
C0011860,DB00839,-2.890238123,0.714285714,1.243428571,0.183079329
C0011860,DB00912,-6.411055772,0.4,1.165733333,0.119439506
C0011860,DB01016,-4.159916461,0.733333333,1.2588,0.126316639
C0011860,DB01067,-3.67604224,0.571428571,1.340428571,0.209192373
C0011860,DB01120,-3.780285686,0.5,1.279166667,0.20611317
C0011860,DB01124,-4.208639685,0.571428571,1.448571429,0.208414814
C0011860,DB01132,-4.638033012,0.6,1.066266667,0.100531123
C0011860,DB01251,-2.782348543,0.666666667,1.241666667,0.206659946
C0011860,DB01252,-2.117880524,0.666666667,1.332666667,0.314465331
C0011860,DB01261,-5.503827356,0,1.299333333,0.236078141
C0011860,DB01289,1.214681524,2,1.344,0.540059256
C0011860,DB01382,0.284520671,1.5,1.388,0.39364451
C0011860,DB04876,-3.92119805,0,1.007,0.256809268
C0011860,DB04878,-2.405507707,0,1.478,0.614423307
C0011860,DB06203,-2.313983846,0,1.076,0.464998925
C0011860,DB06292,-1.87454982,1,1.6985,0.372622799
C0011860,DB06335,-2.313983846,0,1.076,0.464998925
C0011860,DB06655,-4.145095678,0,0.945,0.227980262
C0011860,DB08882,-1.980040256,0.5,1.0075,0.25630792
C0011860,DB08907,-1.87454982,1,1.6985,0.372622799
C0011860,DB09038,-1.87454982,1,1.6985,0.372622799
C0011860,DB09043,-4.145095678,0,0.945,0.227980262
C0011860,DB09045,-4.145095678,0,0.945,0.227980262
C0011860,DB09198,-5.128596366,0,0.927,0.18075121
C0011860,DB09265,-4.145095678,0,0.945,0.227980262
C0011854,DB00030,-1.645831027,,,
C0011854,DB00046,-4.473234532,,,
C0011854,DB00047,-4.178550065,,,
C0011849,DB00030,-7.790719661,,,
C0011849,DB01306,-3.369209916,0,0.925,0.274545078
C0011849,DB01307,-3.369209916,0,0.925,0.274545078
C0011849,DB01309,-3.369209916,0,0.925,0.274545078
C0011849,DB09564,-3.369209916,0,0.925,0.274545078
C0011616,DB00223,0.378565222,,,
C0011616,DB00240,-0.864964378,,,
C0011616,DB00288,-1.053739801,,,
C0011616,DB00443,-1.42499853,,,
C0011616,DB00547,-1.464173298,,,
C0011616,DB00588,-0.244458856,1,1.068,0.278165418
C0011616,DB00591,-0.271552071,1,1.0545,0.200698156
C0011616,DB00596,-0.271552071,1,1.0545,0.200698156
C0011616,DB00620,-2.293441121,1.545454545,1.744681818,0.086868274
C0011616,DB00635,-1.130585127,1.677419355,1.767354839,0.079547733
C0011616,DB00663,-0.256463344,1,1.072,0.280741874
C0011616,DB00741,-0.414082613,1.583333333,1.615444444,0.077547596
C0011616,DB00764,-1.033642955,1,1.3085,0.298458959
C0011616,DB00838,0.378565222,1.666666667,1.573666667,0.245664405
C0011616,DB00846,-1.404297251,1,1.284,0.202236385
C0011616,DB00860,-3.315330862,1.458333333,1.751583333,0.08845271
C0011616,DB00959,-2.250718066,1.333333333,1.56,0.100708601
C0011616,DB01013,0.009863353,1.333333333,1.331666667,0.168975672
C0011616,DB01047,-1.404297251,1,1.284,0.202236385
C0011616,DB01130,-1.448728611,1,1.3035,0.209494033
C0011616,DB01234,-2.800603865,1.53164557,1.69278481,0.05753732
C0011616,DB01260,-1.059020397,1,1.22,0.207739153
C0011616,DB01380,-0.244458856,1,1.068,0.278165418
C0011616,DB03904,-1.35946782,1.333333333,1.526111111,0.141803855
C0011616,DB06786,-1.064384439,1,1.232,0.217966358
C0011615,DB00223,2.120256646,,,
C0011615,DB00240,0.804635189,,,
C0011615,DB00288,0.268332786,,,
C0011615,DB00443,0.344058842,,,
C0011615,DB00547,-0.016189014,,,
C0011615,DB00557,2.381721541,2.25,1.922125,0.137663028
C0011615,DB00588,-0.149206595,1,1.028,0.187659266
C0011615,DB00591,-0.17002899,1,1.024,0.1411524
C0011615,DB00620,1.433426783,1.818181818,1.699045455,0.083112974
C0011615,DB00663,-0.141769889,1,1.027,0.190449468
C0011615,DB00741,-2.773678777,1.361111111,1.557722222,0.0708846
C0011615,DB00846,-1.084946554,1,1.221,0.20369667
C0011615,DB00860,-0.926478511,1.625,1.704708333,0.086033656
C0011615,DB00959,-3.63955653,1.133333333,1.505666667,0.102301841
C0011615,DB01130,0.053942172,1.25,1.2395,0.194652896
C0011615,DB01234,-0.415721517,1.620253165,1.640151899,0.047865538
C0011615,DB06786,-0.922841001,1,1.18,0.195049851
C0011606,DB00443,-0.703536575,,,
C0011606,DB00620,1.549591234,2.045454545,1.919454545,0.081311766
C0011606,DB00635,-0.089537075,1.935483871,1.941645161,0.068812728
C0011606,DB00741,0.154626126,1.805555556,1.795694444,0.0637739
C0011606,DB00860,-0.144786827,1.916666667,1.92775,0.076549321
C0011606,DB00959,-0.76193839,1.666666667,1.739,0.09493331
C0011606,DB01234,0.232098697,1.886075949,1.875455696,0.045757487
C0011606,DB01380,-0.605078688,1,1.268,0.4429176
C0011581,DB00215,-8.070878046,,,
C0011581,DB00321,-6.686443376,,,
C0011581,DB00344,-5.351263059,,,
C0011581,DB00458,-6.159971571,,,
C0011581,DB00472,-10.12967754,,,
C0011581,DB00540,-6.458270979,,,
C0011581,DB00543,-7.141604323,,,
C0011581,DB00715,-8.547976003,0.434782609,1.283391304,0.09927598
C0011581,DB00726,-6.710788961,0.285714286,1.460571429,0.175069899
C0011581,DB00780,-5.33120195,0.5,1.444125,0.17709421
C0011581,DB00934,-5.385846726,0.545454545,1.291,0.138426786
C0011581,DB01104,-4.378523883,0.761904762,1.189857143,0.097738962
C0011581,DB01142,-6.49781101,0.611111111,1.326277778,0.110062707
C0011581,DB01151,-7.187589233,0.4,1.331933333,0.12965868
C0011581,DB01156,-8.494220141,0.294117647,1.298764706,0.118274196
C0011581,DB01171,-5.685441916,0,1.399,0.246067064
C0010692,DB00537,0.293541576,,,
C0010692,DB01059,-1.075847473,1.5,1.8075,0.285821185
C0010692,DB01165,-1.054058964,1.818181818,1.950545455,0.125575173
C0010674,DB00742,-0.638741049,1.833333333,1.929166667,0.150034718
C0010417,DB00624,-2.97994898,1.057142857,1.287142857,0.077182529
C0010417,DB01185,-1.753354741,0.666666667,1.075333333,0.233077002
C0010417,DB01420,-2.696358469,0.6,0.9308,0.122683984
C0010346,DB00051,-6.328265184,,,
C0010346,DB00065,-6.469632655,,,
C0010346,DB00108,-1.065732282,,,
C0010346,DB00443,0.150994918,,,
C0010346,DB00620,-1.727859151,1.272727273,1.433727273,0.093178891
C0010346,DB00635,-2.904719778,1.193548387,1.431451613,0.081902298
C0010346,DB00741,-3.883573573,0.972222222,1.264555556,0.075274313
C0010346,DB00860,-3.060889113,1.166666667,1.437333333,0.088427466
C0010346,DB00959,-4.013423132,0.8,1.236666667,0.108801552
C0010346,DB01222,-0.787327983,1.5,1.612,0.142253295
C0010346,DB01234,-2.475899817,1.227848101,1.356012658,0.05176484
C0010346,DB01260,0.184645392,1,0.973,0.146226233
C0010346,DB01380,0.263664022,1,0.935,0.246525861
C0010346,DB08904,-4.161764245,0,0.982,0.235957623
C0010346,DB09033,-1.128088957,1,1.3965,0.351479374
C0010308,DB00279,-1.043710539,,,
C0010308,DB00451,-4.243238124,,,
C0010200,DB00145,2.403145682,,,
C0010200,DB00318,1.217868977,,,
C0010200,DB00327,1.11344256,,,
C0010200,DB00388,0.908594987,,,
C0010200,DB00397,0.474863628,,,
C0010200,DB00514,1.476934718,,,
C0010200,DB00725,1.566964644,2.25,1.949,0.192091124
C0010200,DB00747,0.441196365,2,1.8915,0.245922244
C0010200,DB00868,0.541905029,2,1.773,0.418892588
C0010200,DB00874,1.81236679,2.25,1.928,0.17766823
C0010200,DB00956,1.11344256,2,1.8002,0.179443473
C0010200,DB01086,-0.427194738,2,2.14,0.327719392
C0010200,DB01176,-1.766424281,1,1.799,0.45232621
C0010200,DB01237,-1.766424281,1,1.799,0.45232621
C0010200,DB01240,-1.148993305,1,1.569,0.495216114
C0010200,DB01620,-1.766424281,1,1.799,0.45232621
C0010200,DB04837,-1.766424281,1,1.799,0.45232621
C0009806,DB00581,0.873796574,1.5,1.32475,0.200561555
C0009806,DB02659,0.772088032,2,1.74,0.336749165
C0009806,DB06480,0.795429416,1.5,1.2575,0.304866774
C0009806,DB09020,-0.795558553,1.25,1.4075,0.197974114
C0009324,DB00051,-6.096825203,,,
C0009324,DB00065,-6.319293982,,,
C0009324,DB00244,-3.6316242,,,
C0009324,DB00359,-0.360952564,,,
C0009324,DB00741,-5.797732669,0.833333333,1.255611111,0.072834986
C0009324,DB00795,-1.615835327,1.260869565,1.413913043,0.094714774
C0009324,DB00860,-2.51058283,1.208333333,1.4315,0.088890382
C0009324,DB01014,-5.522669699,0.25,1.2765,0.18587025
C0009324,DB01380,0.286794495,1,0.924,0.264998113
C0009324,DB06674,-4.158324143,0,0.963,0.231583678
C0009324,DB09033,-0.919574972,1,1.3335,0.362667547
C0008677,DB00651,1.265320047,2.166666667,1.988333333,0.140939309
C0008677,DB01274,0.703264331,2,1.83,0.241729877
C0008677,DB01409,-0.213601061,1.8,1.8376,0.176029089
C0008677,DB09082,-0.490173738,1,1.212,0.432499711
C0008350,DB01586,-1.763850114,1,1.444,0.251722069
C0008350,DB02659,-3.894778993,1,2.0215,0.262274189
C0008350,DB06777,-3.202593001,1.166666667,1.704833333,0.168040918
C0008312,DB01586,-1.164232125,1,1.3065,0.263263651
C0007847,DB00290,-2.982547444,,,
C0007847,DB01030,-2.731966309,1.2,1.509933333,0.113446982
C0007194,DB00571,1.003936773,1.625,1.51375,0.110813751
C0007137,DB00290,-5.199450283,,,
C0007134,DB00398,-4.597664136,,,
C0007134,DB00877,-6.312191918,0.821428571,1.161321429,0.053847041
C0007134,DB01268,-6.183110866,0.763157895,1.169578947,0.065730837
C0007134,DB01590,-9.479237633,0.538461538,1.051641026,0.054137211
C0007134,DB06287,-8.215837772,0.333333333,0.991066667,0.080056758
C0007134,DB06589,-4.417279448,0.829268293,1.069585366,0.054403865
C0007134,DB06626,-2.86286829,0.833333333,1.114083333,0.098065985
C0007134,DB06824,-0.609006548,1,1.291,0.477827375
C0007134,DB08875,-5.322758001,0.571428571,1.071642857,0.093976522
C0007131,DB00317,-5.963272113,,,
C0007131,DB00361,-3.720748673,,,
C0007131,DB00441,-5.453837902,,,
C0007131,DB00530,-7.344658876,,,
C0007131,DB00642,-3.252798519,0.857142857,1.202785714,0.10626015
C0007131,DB01229,-10.01139574,0.677083333,1.06659375,0.038906705
C0007131,DB01248,-8.529535832,0.75862069,1.099862069,0.040007028
C0007131,DB05578,-6.172360839,0.166666667,0.917,0.121563427
C0007131,DB09035,-7.682273471,0.333333333,0.977866667,0.083898775
C0007131,DB09037,-9.4627588,0.363636364,0.968954545,0.063968468
C0007131,DB09079,-3.500187033,0.714285714,0.942904762,0.065316238
C0007131,DB09559,-3.879267395,0,0.883,0.227620298
C0007131,DB11363,-6.466149887,0.142857143,0.934428571,0.122417736
C0007117,DB08828,-5.092873858,0.333333333,1.722666667,0.272799479
C0007117,DB09143,-3.968717363,0.8,1.584,0.197544932
C0007115,DB00279,0.424748327,,,
C0007115,DB00451,-3.745021797,,,
C0007115,DB00997,-3.684647776,1.456521739,1.693619565,0.064347487
C0007102,DB00002,-7.517069726,,,
C0007102,DB00432,-2.443299511,,,
C0007102,DB00544,-7.868405989,,,
C0007102,DB09343,-1.975338144,0,0.796,0.402968981
C0006413,DB00541,-2.265341967,,,
C0006413,DB00563,-1.480500059,1.586538462,1.66875,0.055529575
C0006413,DB00997,-2.42845336,1.423913043,1.564369565,0.05783785
C0006413,DB01234,-0.099200046,1.582278481,1.588582278,0.063546316
C0006267,DB00368,-1.719750269,,,
C0006267,DB00668,-2.684371132,1.379310345,1.594448276,0.08014463
C0006267,DB01291,0.078311033,1,0.984,0.204313485
C0006267,DB06151,-1.866167242,1.357142857,1.571,0.114596987
C0006118,DB01206,-4.522281307,0.75,1.706,0.211397729
C0006114,DB00443,0.356016966,,,
C0006114,DB00620,-0.14295971,2,2.012363636,0.086483362
C0006114,DB00741,-0.879414365,1.833333333,1.89075,0.065289662
C0006114,DB00742,0.930280123,2.166666667,2.038333333,0.13795128
C0006114,DB00860,0.242204237,2.041666667,2.021458333,0.083435094
C0006114,DB00959,-0.403166822,1.8,1.838666667,0.095907363
C0006114,DB01234,0.973418981,2.012658228,1.969253165,0.044590319
C0006114,DB01380,1.028403213,2,1.486,0.499803962
C0005697,DB01062,-1.74475674,1.8,2.0754,0.157844354
C0005684,DB00385,-1.76027667,,,
C0005684,DB04572,-2.462551399,1,1.33225,0.134921042
C0005587,DB00334,-5.836794808,,,
C0005587,DB00472,-5.457429227,,,
C0005587,DB01142,-1.516554127,1.722222222,1.878055556,0.102754877
C0005587,DB01224,-6.163693785,1.307692308,1.854423077,0.088701806
C0005587,DB08815,-4.562405204,1,1.8218,0.18012429
C0005586,DB00408,-6.224761315,,,
C0005586,DB01224,-5.134920635,0.807692308,1.305384615,0.096923077
C0005586,DB01356,-10.93877452,0.488372093,1.221581395,0.067028468
C0004604,DB00201,0.899359277,,,
C0004604,DB00316,1.927008944,,,
C0004604,DB00395,2.148220863,,,
C0004604,DB00825,-0.07903425,2,2.017,0.215096619
C0004604,DB00945,-0.174513707,1.76056338,1.772535211,0.068601093
C0004604,DB01744,-0.042417584,1.5,1.5095,0.223963725
C0004604,DB06774,0.602200835,1.8,1.733533333,0.110372923
C0004604,DB08797,1.495096865,2,1.284,0.478898737
C0004364,DB00443,-2.439341657,,,
C0004364,DB00620,-1.272928785,1.318181818,1.444818182,0.099484249
C0004364,DB00635,-2.213011041,1.258064516,1.439258065,0.081876477
C0004364,DB00741,-2.582059899,1.083333333,1.273444444,0.073627692
C0004364,DB00860,-3.381527092,1.125,1.445375,0.094742698
C0004364,DB00959,-4.702019261,0.733333333,1.245066667,0.108832675
C0004364,DB01380,0.238919343,1,0.946,0.226017698
C0004352,DB00734,-3.839859688,1.153846154,1.422096154,0.069859323
C0004352,DB01238,-2.60877584,1.090909091,1.481090909,0.1495651
C0004245,DB01064,-0.180551848,1.821428571,1.835857143,0.079913729
C0004238,DB00187,-1.226045685,,,
C0004238,DB00343,-4.432520846,,,
C0004238,DB00390,-2.979892521,,,
C0004238,DB00571,-2.23536176,1.3125,1.5735625,0.116787584
C0004238,DB00661,-2.706979696,1.323529412,1.546794118,0.082477422
C0004238,DB00975,-1.39757351,1.469387755,1.562306122,0.066485496
C0004153,DB09302,-3.598121133,0,1.284,0.356852911
C0004096,DB00043,-2.776264975,,,
C0004096,DB00180,-0.430407222,,,
C0004096,DB00277,-4.773415296,,,
C0004096,DB00368,-3.105656973,,,
C0004096,DB00394,-3.071022968,,,
C0004096,DB00443,-2.292713921,,,
C0004096,DB00549,0.2906728,,,
C0004096,DB00620,-0.804321153,1.227272727,1.302818182,0.093924491
C0004096,DB00635,-1.33909558,1.161290323,1.273548387,0.083831256
C0004096,DB00651,-3.488766187,0.666666667,1.409,0.212778184
C0004096,DB00668,-2.92630927,0.965517241,1.211172414,0.083947098
C0004096,DB00716,-5.571411137,0,1.8215,0.326936921
C0004096,DB00741,-6.497615944,0.694444444,1.127888889,0.066708228
C0004096,DB00764,-2.526237075,0.5,0.943,0.17535963
C0004096,DB00816,-3.086473034,0,0.905,0.293214938
C0004096,DB00860,-1.532833082,1.166666667,1.306333333,0.091116683
C0004096,DB00871,-3.086473034,0,0.905,0.293214938
C0004096,DB00885,-0.557575897,1,1.308,0.552391166
C0004096,DB00959,-5.907279005,0.466666667,1.108466667,0.108645622
C0004096,DB01003,1.773294271,2,1.602,0.224441034
C0004096,DB01222,-1.066666667,1.3,1.46,0.15
C0004096,DB01223,-3.334773761,0.8,1.359,0.167627563
C0004096,DB01234,-3.139069757,1.075949367,1.226227848,0.047873572
C0004096,DB01260,-1.556451613,0.666666667,0.924,0.165333333
C0004096,DB01291,-3.086473034,0,0.905,0.293214938
C0004096,DB01380,-3.122929422,0,0.907,0.290432436
C0004096,DB01409,0.440792455,1.4,1.3082,0.208261278
C0004096,DB01410,-0.661046001,1,1.149333333,0.225904601
C0004096,DB01411,-3.91541315,0,1.846,0.471470041
C0004096,DB05266,-2.831174035,0.875,1.408,0.188261122
C0004096,DB07615,0.551697223,1.4,1.3194,0.146094627
C0004096,DB08906,-3.122929422,0,0.907,0.290432436
C0004096,DB09082,-3.086473034,0,0.905,0.293214938
C0003962,DB00421,-0.442604273,,,
C0003873,DB00005,-7.789380145,,,
C0003873,DB00026,-3.882223669,,,
C0003873,DB00051,-6.253136747,,,
C0003873,DB00065,-6.216967736,,,
C0003873,DB00073,-7.78407381,,,
C0003873,DB00091,-6.822037462,,,
C0003873,DB00328,-2.670796727,,,
C0003873,DB00443,-3.185525979,,,
C0003873,DB00461,-2.225920602,,,
C0003873,DB00482,-2.318472586,,,
C0003873,DB00500,-4.872909107,,,
C0003873,DB00554,-0.60077542,1.363636364,1.454090909,0.150562993
C0003873,DB00563,-6.252762355,0.971153846,1.253480769,0.045152351
C0003873,DB00573,-4.564637188,0,1.3575,0.297394939
C0003873,DB00586,-3.485983994,1.047619048,1.409619048,0.103844424
C0003873,DB00605,-1.599427871,1.117647059,1.279705882,0.101322996
C0003873,DB00608,-0.983501676,1.272727273,1.419909091,0.149650806
C0003873,DB00620,-2.554696267,1.045454545,1.275136364,0.089905724
C0003873,DB00635,-3.656598066,0.967741935,1.256258065,0.078902883
C0003873,DB00712,-2.408898532,0.833333333,1.298166667,0.192965095
C0003873,DB00741,-5.408260943,0.75,1.1035,0.06536297
C0003873,DB00749,-4.28926166,0.333333333,1.237,0.21068117
C0003873,DB00788,-3.369393981,0.916666667,1.370166667,0.134593937
C0003873,DB00795,-4.88971657,0.782608696,1.232695652,0.092047658
C0003873,DB00814,-1.006722401,1,1.22075,0.219275939
C0003873,DB00859,-2.627371344,0.857142857,1.351142857,0.188020624
C0003873,DB00860,-2.53875482,1.041666667,1.2775,0.092893308
C0003873,DB00861,-4.115932117,0.5,1.1645,0.161445811
C0003873,DB00945,-4.751171622,0.985915493,1.245380282,0.054610696
C0003873,DB00959,-5.946072679,0.466666667,1.0852,0.104023843
C0003873,DB00991,-4.564637188,0,1.3575,0.297394939
C0003873,DB00993,-3.634965467,1,1.36348,0.099995448
C0003873,DB00995,0.214534623,1,0.956,0.2050951
C0003873,DB01009,-3.218434539,0.75,1.38025,0.195825018
C0003873,DB01050,-2.291869899,1.161290323,1.345193548,0.080241564
C0003873,DB01097,-1.127932292,1,1.151909091,0.134679264
C0003873,DB01234,-2.617712948,1.075949367,1.201,0.047770949
C0003873,DB01281,-2.443855408,0.666666667,1.435333333,0.314530338
C0003873,DB01356,-2.476071132,1.069767442,1.229651163,0.064571538
C0003873,DB01380,-2.478478796,0,0.86,0.346987031
C0003873,DB01399,-4.564637188,0,1.3575,0.297394939
C0003873,DB01600,0.406818345,1,0.858,0.34905014
C0003873,DB01611,-3.658135404,0.727272727,1.182636364,0.124479711
C0003873,DB06273,-3.940487885,0.25,1.26175,0.256757546
C0003873,DB06674,-4.775931722,0,0.958,0.200589132
C0003873,DB08880,0.484399068,1.5,1.313,0.386045334
C0003873,DB08895,-4.118841037,0.571428571,0.943285714,0.090281985
C0003873,DB08904,-4.775931722,0,0.958,0.200589132
C0003873,DB09213,-2.312390749,0.5,0.9915,0.212550582
C0003872,DB00005,-5.548139637,,,
C0003872,DB00051,-5.222760035,,,
C0003872,DB00065,-4.977325093,,,
C0003872,DB00443,-0.378498888,,,
C0003872,DB00620,0.237437269,1.909090909,1.889272727,0.083467022
C0003872,DB00635,0.787908203,1.967741935,1.913709677,0.068576844
C0003872,DB00741,0.17913497,1.777777778,1.766222222,0.064507536
C0003872,DB00860,0.300491303,1.916666667,1.892583333,0.080146524
C0003872,DB00959,0.225497226,1.733333333,1.712066667,0.094310103
C0003872,DB01097,-2.807753514,1.454545455,1.784363636,0.117466929
C0003872,DB01234,0.909457583,1.886075949,1.84521519,0.044928714
C0003872,DB01380,-0.5557882,1,1.236,0.424622185
C0003872,DB05676,0.099612507,1.833333333,1.817333333,0.160622401
C0003872,DB05679,-7.047881611,1,1.854666667,0.121265752
C0003872,DB06674,-3.015104374,0,1.574,0.522038313
C0003872,DB08880,0.231337984,2,1.9565,0.188036566
C0003872,DB08904,-3.015104374,0,1.574,0.522038313
C0003868,DB00437,-0.260865856,,,
C0003868,DB00443,-0.962019943,,,
C0003868,DB00605,0.001231382,1.647058824,1.646941176,0.09554064
C0003868,DB00620,-1.430738418,1.545454545,1.665954545,0.084222244
C0003868,DB00635,-1.322520792,1.580645161,1.687645161,0.0809061
C0003868,DB00741,-3.050472615,1.305555556,1.526722222,0.072502427
C0003868,DB00860,-0.540137084,1.625,1.671666667,0.08639782
C0003868,DB00959,-1.460211124,1.333333333,1.4828,0.102359627
C0003868,DB01032,-3.242515283,1.285714286,1.757285714,0.145433834
C0003868,DB01234,-2.309619554,1.493670886,1.611886076,0.051183837
C0003868,DB01380,-0.034523834,1,1.005,0.144827484
C0003868,DB06168,-2.573639046,0,1.487,0.5777811
C0003864,DB00469,-1.941975924,,,
C0003862,DB00201,-0.673283604,,,
C0003862,DB00316,-0.464641856,,,
C0003862,DB00788,-0.511348151,1.666666667,1.730333333,0.124507474
C0003862,DB00945,-3.44084506,1.408450704,1.62171831,0.061981171
C0003862,DB08797,-0.318310518,1,1.092,0.28902595
C0003850,DB00175,-5.96284794,,,
C0003850,DB00227,-5.87444707,,,
C0003850,DB00641,-5.893731833,1.094339623,1.524943396,0.073061311
C0003850,DB01076,-5.951767068,1.103448276,1.506431034,0.067708086
C0003850,DB01095,-3.364616582,1.25,1.5935,0.10209187
C0003850,DB01098,0.917091148,1.727272727,1.597727273,0.141256902
C0003492,DB00770,0.783651068,2.125,2.019875,0.134147715
C0003467,DB00186,-5.4087899,,,
C0003467,DB00371,-5.411779404,,,
C0003467,DB00404,-3.853190198,,,
C0003467,DB00475,-4.51958144,,,
C0003467,DB00628,-4.559224544,1.166666667,1.709333333,0.119026089
C0003467,DB00683,-2.865483318,1.314285714,1.541771429,0.079388253
C0003467,DB00801,-4.559224544,1.166666667,1.709333333,0.119026089
C0003467,DB00829,-4.110624304,1.25,1.636,0.093903011
C0003467,DB00831,-1.062513441,1.25,1.340416667,0.085096963
C0003467,DB00842,-4.494088607,1.25,1.691625,0.098267978
C0003467,DB00849,-1.584030066,1.416666667,1.627583333,0.133151934
C0003467,DB01142,-1.528826573,1.333333333,1.506222222,0.113086005
C0003467,DB01178,0.96873282,2,1.477,0.539880542
C0003467,DB01580,-0.720655956,1,1.2065,0.286544499
C0003467,DB01588,-4.664901281,1.15,1.64165,0.105393441
C0002962,DB00243,-2.450797483,,,
C0002962,DB00264,1.299331127,,,
C0002962,DB00335,-0.007344996,,,
C0002962,DB00343,0.363914565,,,
C0002962,DB00381,-0.854047853,,,
C0002962,DB00571,1.562266932,2.125,1.975,0.096014322
C0002962,DB00661,-2.226267565,1.794117647,1.947529412,0.06890985
C0002962,DB00883,-0.038799076,2,2.007333333,0.189007936
C0002962,DB01020,-0.041820186,2,2.00575,0.137493409
C0002962,DB01076,-4.051893467,1.74137931,1.978431034,0.058503938
C0002962,DB01115,0.456693791,1.914893617,1.883893617,0.06787918
C0002962,DB01203,0.774300833,2,1.84825,0.195983258
C0002962,DB01244,-0.999518079,1.8,1.9197,0.119757714
C0002895,DB01005,-0.59841351,1.714285714,1.780428571,0.110530354
C0002888,DB00650,-1.490484399,1.928571429,2.026464286,0.065678552
C0002888,DB11596,-0.04191305,2,2.011,0.26244809
C0002880,DB00443,-0.686873634,,,
C0002880,DB00620,-2.48907225,1.590909091,1.831045455,0.096476253
C0002880,DB00635,-2.833152114,1.612903226,1.856612903,0.086020682
C0002880,DB00741,-1.461002365,1.583333333,1.705527778,0.083637404
C0002880,DB00860,-2.79280773,1.583333333,1.842875,0.092932164
C0002880,DB00959,-5.299697871,1.066666667,1.649133333,0.109905636
C0002880,DB01234,-2.404123606,1.632911392,1.790898734,0.065715149
C0002880,DB01380,-0.450965004,1,1.195,0.432406059
C0002874,DB00858,-0.689148934,1,1.322,0.467242977
C0002874,DB06412,-0.935949583,1.666666667,1.785,0.126431312
C0002736,DB00740,-2.369635929,1.533333333,1.797666667,0.111550188
C0002726,DB06151,-0.699211754,1.642857143,1.722928571,0.114516709
C0002453,DB00589,0.18889976,2,1.959333333,0.215281728
C0002453,DB00644,1.671499353,3,2.246,0.451092008
C0002395,DB00674,-6.559231859,0,1.4692,0.223989643
C0002395,DB00843,-6.133238822,0.285714286,1.464,0.192114762
C0002395,DB00989,-5.536983677,0,1.41625,0.255780057
C0002171,DB00620,-0.118751283,2.045454545,2.055409091,0.083826846
C0002170,DB00350,0.59061366,,,
C0001973,DB00659,-3.386105771,0.666666667,1.667333333,0.295521385
C0001973,DB00704,-6.59194694,0.375,1.500875,0.170795519
C0001973,DB00822,-4.605468122,1,1.341615385,0.074176039
C0001627,DB00443,-2.363512914,,,
C0001627,DB00620,-4.525586894,1.5,1.946454545,0.098651193
C0001627,DB00860,-2.10689046,1.75,1.959375,0.09937631
C0001627,DB00959,-2.577182536,1.466666667,1.7718,0.118398029
C0001627,DB01380,-2.707147649,0,1.403,0.518257658
C0001403,DB00443,-0.204778043,,,
C0001403,DB00620,0.986652511,2.045454545,1.964,0.082556467
C0001403,DB00635,0.201549321,2,1.986387097,0.0675413
C0001403,DB00687,-0.47069652,1.5,1.638,0.293182537
C0001403,DB00741,1.572895461,1.944444444,1.842694444,0.064689614
C0001403,DB00860,0.274671758,2,1.978,0.080095603
